order_id,customer_id,seller_id,product_id,order_date,quantity,unit_price,discount_rate,order_value,delivery_days,order_status,payment_method,seller_rating,delivery_bucket,rating_bucket,discount_bucket
ORD11197,C06895,S0072,P0075,2025-08-27,4,504,0.25,1512.0,2,Delivered,COD,4.4,1-3 Days,Medium Rating,21-30%
ORD11198,C09094,S0062,P0307,2025-05-24,1,2315,0.0,2315.0,9,Delivered,COD,4.4,7-10 Days,Medium Rating,No Discount
ORD11199,C05496,S0687,P0323,2025-05-17,1,4082,0.0,4082.0,1,Delivered,UPI,3.1,1-3 Days,Low Rating,No Discount
ORD11200,C07215,S0728,P0333,2025-11-18,2,337,0.15,572.9,7,Returned,UPI,3.4,7-10 Days,Low Rating,11-20%
ORD11201,C06775,S0398,P0443,2025-01-18,3,2354,0.05,6708.9,8,Cancelled,UPI,4.5,7-10 Days,Medium Rating,1-10%
ORD11202,C06940,S0533,P0270,2025-06-06,2,845,0.15,1436.5,5,Delivered,UPI,5.0,4-6 Days,High Rating,11-20%
ORD11203,C01953,S0986,P0466,2025-04-29,2,2981,0.0,5962.0,5,Delivered,COD,3.7,4-6 Days,Medium Rating,No Discount
ORD11204,C08285,S0877,P0211,2025-08-27,3,1359,0.15,3465.45,3,Delivered,UPI,4.3,1-3 Days,Medium Rating,11-20%
ORD11205,C03644,S0485,P0364,2025-03-18,2,1013,0.05,1924.7,5,Delivered,UPI,4.2,4-6 Days,Medium Rating,1-10%
ORD11206,C01485,S0352,P0088,2025-12-02,2,686,0.1,1234.8,2,Delivered,UPI,4.2,1-3 Days,Medium Rating,1-10%
ORD11207,C03841,S0501,P0038,2025-10-08,1,4110,0.05,3904.5,2,Delivered,Debit Card,3.3,1-3 Days,Low Rating,1-10%
ORD11208,C04918,S0175,P0311,2025-02-25,1,2816,0.1,2534.4,4,Delivered,Wallet,4.4,4-6 Days,Medium Rating,1-10%
ORD11209,C06179,S0307,P0125,2025-11-21,1,1081,0.2,864.8,5,Delivered,COD,3.6,4-6 Days,Medium Rating,11-20%
ORD11210,C03191,S0241,P0050,2025-10-05,3,1342,0.15,3422.1,2,Delivered,UPI,3.7,1-3 Days,Medium Rating,11-20%
ORD11211,C08027,S0108,P0015,2025-02-11,1,696,0.0,696.0,2,Delivered,UPI,4.5,1-3 Days,Medium Rating,No Discount
ORD11212,C02487,S0480,P0382,2025-08-03,1,2362,0.2,1889.6,5,Returned,Debit Card,3.7,4-6 Days,Medium Rating,11-20%
ORD11213,C02547,S0307,P0422,2025-04-27,1,2322,0.2,1857.6,4,Delivered,UPI,3.6,4-6 Days,Medium Rating,11-20%
ORD11214,C01295,S0733,P0068,2025-07-02,1,3490,0.0,3490.0,5,Delivered,UPI,4.9,4-6 Days,High Rating,No Discount
ORD11215,C01683,S0640,P0112,2025-10-16,1,1538,0.15,1307.3,4,Delivered,COD,5.0,4-6 Days,High Rating,11-20%
ORD11216,C02880,S0117,P0074,2025-06-15,3,4529,0.0,13587.0,5,Delivered,Credit Card,3.1,4-6 Days,Low Rating,No Discount
ORD11217,C06826,S0784,P0451,2025-05-07,1,4188,0.05,3978.6,4,Delivered,COD,3.7,4-6 Days,Medium Rating,1-10%
ORD11218,C04862,S0961,P0254,2025-09-01,1,3260,0.15,2771.0,5,Returned,UPI,3.9,4-6 Days,Medium Rating,11-20%
ORD11219,C08728,S0820,P0313,2025-08-27,1,788,0.0,788.0,7,Delivered,COD,3.5,7-10 Days,Low Rating,No Discount
ORD11220,C09753,S0303,P0075,2025-09-18,1,504,0.2,403.2,4,Cancelled,Credit Card,4.1,4-6 Days,Medium Rating,11-20%
ORD11221,C04231,S0437,P0386,2025-07-25,1,4882,0.05,4637.9,1,Delivered,UPI,3.8,1-3 Days,Medium Rating,1-10%
ORD11222,C00041,S0713,P0215,2025-08-13,1,557,0.05,529.15,2,Delivered,COD,3.8,1-3 Days,Medium Rating,1-10%
ORD11223,C04459,S0422,P0057,2025-07-20,1,3009,0.1,2708.1,9,Delivered,UPI,4.0,7-10 Days,Medium Rating,1-10%
ORD11224,C04010,S0238,P0424,2025-03-12,1,4051,0.0,4051.0,7,Delivered,COD,3.5,7-10 Days,Low Rating,No Discount
ORD11225,C00396,S0506,P0117,2025-04-20,1,3147,0.0,3147.0,9,Delivered,COD,4.3,7-10 Days,Medium Rating,No Discount
ORD11226,C04450,S0936,P0192,2025-01-04,1,2941,0.05,2793.95,6,Delivered,COD,4.6,4-6 Days,High Rating,1-10%
ORD11227,C04409,S0680,P0483,2025-06-19,2,2066,0.25,3099.0,5,Delivered,COD,4.6,4-6 Days,High Rating,21-30%
ORD11228,C02973,S0308,P0313,2025-11-07,1,788,0.05,748.6,6,Delivered,UPI,3.3,4-6 Days,Low Rating,1-10%
ORD11229,C01774,S0110,P0258,2025-06-29,1,3315,0.1,2983.5,9,Delivered,COD,4.0,7-10 Days,Medium Rating,1-10%
ORD11230,C08578,S0255,P0240,2025-12-09,1,1320,0.05,1254.0,5,Delivered,Credit Card,3.1,4-6 Days,Low Rating,1-10%
ORD11231,C04240,S0553,P0393,2025-03-17,1,2638,0.25,1978.5,6,Delivered,Credit Card,3.7,4-6 Days,Medium Rating,21-30%
ORD11232,C07723,S0042,P0483,2025-01-14,1,2066,0.0,2066.0,3,Returned,UPI,3.6,1-3 Days,Medium Rating,No Discount
ORD11233,C00121,S0839,P0416,2025-11-11,1,449,0.15,381.65,9,Cancelled,COD,3.0,7-10 Days,Low Rating,11-20%
ORD11234,C08235,S0112,P0043,2025-08-02,4,4502,0.15,15306.8,8,Delivered,COD,4.2,7-10 Days,Medium Rating,11-20%
ORD11235,C04800,S0918,P0165,2025-03-12,1,4607,0.05,4376.65,3,Delivered,Wallet,4.7,1-3 Days,High Rating,1-10%
ORD11236,C03192,S0159,P0093,2025-11-01,1,4910,0.0,4910.0,1,Delivered,COD,4.6,1-3 Days,High Rating,No Discount
ORD11237,C05307,S0745,P0371,2025-02-05,2,4185,0.0,8370.0,6,Delivered,COD,4.2,4-6 Days,Medium Rating,No Discount
ORD11238,C01724,S0334,P0226,2025-01-02,1,4870,0.25,3652.5,8,Returned,COD,4.8,7-10 Days,High Rating,21-30%
ORD11239,C03083,S0796,P0028,2025-12-01,2,3594,0.05,6828.6,4,Delivered,Credit Card,4.2,4-6 Days,Medium Rating,1-10%
ORD11240,C07280,S0340,P0431,2025-08-18,1,674,0.15,572.9,1,Delivered,UPI,4.9,1-3 Days,High Rating,11-20%
ORD11241,C08552,S0507,P0252,2025-09-14,1,786,0.1,707.4,5,Delivered,UPI,3.8,4-6 Days,Medium Rating,1-10%
ORD11242,C08808,S0482,P0202,2025-04-07,1,2920,0.0,2920.0,4,Delivered,UPI,4.9,4-6 Days,High Rating,No Discount
ORD11243,C06650,S0148,P0216,2025-03-24,2,2002,0.1,3603.6,10,Delivered,UPI,4.4,7-10 Days,Medium Rating,1-10%
ORD11244,C04972,S0274,P0142,2025-09-15,2,227,0.05,431.3,4,Returned,Wallet,3.1,4-6 Days,Low Rating,1-10%
ORD11245,C07952,S0072,P0233,2025-10-26,1,3708,0.3,2595.6000000000004,1,Delivered,Wallet,4.4,1-3 Days,Medium Rating,21-30%
ORD11246,C00792,S0101,P0024,2025-07-26,1,4173,0.0,4173.0,3,Delivered,UPI,3.2,1-3 Days,Low Rating,No Discount
ORD11247,C09010,S0585,P0270,2025-10-14,2,845,0.15,1436.5,3,Delivered,Wallet,4.6,1-3 Days,High Rating,11-20%
ORD11248,C08556,S0176,P0056,2025-08-15,2,416,0.2,665.6,6,Delivered,COD,4.1,4-6 Days,Medium Rating,11-20%
ORD11249,C03942,S0617,P0456,2025-07-03,1,1509,0.05,1433.55,10,Delivered,UPI,4.6,7-10 Days,High Rating,1-10%
ORD11250,C08111,S0123,P0127,2025-10-28,4,936,0.1,3369.6,6,Delivered,UPI,3.3,4-6 Days,Low Rating,1-10%
ORD11251,C03043,S0470,P0150,2025-06-27,2,1361,0.15,2313.7,6,Delivered,Credit Card,3.8,4-6 Days,Medium Rating,11-20%
ORD11252,C09986,S0334,P0259,2025-07-22,1,3671,0.2,2936.8,5,Delivered,COD,4.8,4-6 Days,High Rating,11-20%
ORD11253,C03065,S0509,P0208,2025-04-28,1,2596,0.25,1947.0,1,Delivered,COD,3.1,1-3 Days,Low Rating,21-30%
ORD11254,C05225,S0907,P0454,2025-03-18,1,1971,0.05,1872.45,5,Returned,COD,4.5,4-6 Days,Medium Rating,1-10%
ORD11255,C01023,S0714,P0168,2025-08-14,2,246,0.0,492.0,5,Delivered,UPI,3.1,4-6 Days,Low Rating,No Discount
ORD11256,C05521,S0888,P0181,2025-04-01,1,2504,0.2,2003.2,4,Delivered,COD,4.9,4-6 Days,High Rating,11-20%
ORD11257,C08806,S0657,P0201,2025-09-06,1,598,0.3,418.6,3,Delivered,Wallet,4.0,1-3 Days,Medium Rating,21-30%
ORD11258,C01660,S0769,P0096,2025-02-13,1,709,0.0,709.0,5,Cancelled,UPI,3.0,4-6 Days,Low Rating,No Discount
ORD11259,C02149,S0658,P0029,2025-09-05,2,4168,0.3,5835.200000000001,8,Delivered,UPI,4.7,7-10 Days,High Rating,21-30%
ORD11260,C07974,S0802,P0027,2025-05-20,1,4397,0.1,3957.3,3,Delivered,COD,4.7,1-3 Days,High Rating,1-10%
ORD11261,C04240,S0625,P0197,2025-04-30,3,2308,0.1,6231.6,1,Delivered,UPI,4.7,1-3 Days,High Rating,1-10%
ORD11262,C08610,S0143,P0103,2025-11-03,1,1622,0.25,1216.5,7,Delivered,UPI,3.8,7-10 Days,Medium Rating,21-30%
ORD11263,C03552,S0782,P0422,2025-08-09,1,2322,0.25,1741.5,4,Cancelled,UPI,3.6,4-6 Days,Medium Rating,21-30%
ORD11264,C02677,S0189,P0166,2025-09-03,2,2129,0.2,3406.4,7,Delivered,UPI,4.0,7-10 Days,Medium Rating,11-20%
ORD11265,C02621,S0883,P0462,2025-01-14,1,912,0.15,775.2,4,Cancelled,UPI,4.3,4-6 Days,Medium Rating,11-20%
ORD11266,C03107,S0351,P0241,2025-02-05,2,1440,0.0,2880.0,2,Delivered,COD,3.8,1-3 Days,Medium Rating,No Discount
ORD11267,C00710,S0176,P0351,2025-09-15,1,2076,0.1,1868.4,3,Returned,COD,4.1,1-3 Days,Medium Rating,1-10%
ORD11268,C08432,S0802,P0010,2025-06-15,2,3817,0.1,6870.6,4,Delivered,COD,4.7,4-6 Days,High Rating,1-10%
ORD11269,C06759,S0916,P0143,2025-11-09,3,2491,0.1,6725.7,1,Delivered,Credit Card,3.4,1-3 Days,Low Rating,1-10%
ORD11270,C03373,S0397,P0203,2025-03-23,3,2136,0.2,5126.4,7,Delivered,UPI,3.4,7-10 Days,Low Rating,11-20%
ORD11271,C01430,S0457,P0383,2025-12-21,1,269,0.3,188.3,4,Delivered,UPI,4.9,4-6 Days,High Rating,21-30%
ORD11272,C02697,S0790,P0295,2025-05-26,1,978,0.15,831.3,6,Cancelled,UPI,4.1,4-6 Days,Medium Rating,11-20%
ORD11273,C08472,S0086,P0105,2025-11-08,1,4594,0.05,4364.3,2,Delivered,COD,4.9,1-3 Days,High Rating,1-10%
ORD11274,C00393,S0121,P0359,2025-06-05,1,854,0.15,725.9,4,Returned,UPI,3.6,4-6 Days,Medium Rating,11-20%
ORD11275,C08375,S0104,P0340,2025-11-18,2,1808,0.05,3435.2,2,Delivered,Debit Card,4.0,1-3 Days,Medium Rating,1-10%
ORD11276,C06385,S0158,P0179,2025-09-27,1,4534,0.25,3400.5,4,Cancelled,COD,4.8,4-6 Days,High Rating,21-30%
ORD11277,C08738,S0599,P0228,2025-09-02,1,1234,0.2,987.2,6,Delivered,UPI,3.6,4-6 Days,Medium Rating,11-20%
ORD11278,C07570,S0748,P0229,2025-08-30,2,559,0.1,1006.2,2,Delivered,Wallet,3.3,1-3 Days,Low Rating,1-10%
ORD11279,C00752,S0492,P0300,2025-03-14,1,4931,0.0,4931.0,1,Delivered,COD,3.2,1-3 Days,Low Rating,No Discount
ORD11280,C04561,S0747,P0494,2025-07-21,1,1956,0.1,1760.4,5,Delivered,COD,3.0,4-6 Days,Low Rating,1-10%
ORD11281,C04781,S0083,P0464,2025-04-25,1,2422,0.1,2179.8,9,Delivered,UPI,4.1,7-10 Days,Medium Rating,1-10%
ORD11282,C02932,S0150,P0395,2025-07-28,1,2266,0.0,2266.0,6,Delivered,UPI,4.6,4-6 Days,High Rating,No Discount
ORD11283,C04531,S0776,P0203,2025-06-18,1,2136,0.05,2029.2,8,Delivered,UPI,4.5,7-10 Days,Medium Rating,1-10%
ORD11284,C09683,S0803,P0196,2025-02-03,1,3248,0.0,3248.0,6,Delivered,Wallet,3.4,4-6 Days,Low Rating,No Discount
ORD11285,C09395,S0119,P0464,2025-03-26,1,2422,0.3,1695.4,1,Delivered,COD,3.4,1-3 Days,Low Rating,21-30%
ORD11286,C05228,S0504,P0428,2025-12-08,3,438,0.05,1248.3,5,Delivered,UPI,3.5,4-6 Days,Low Rating,1-10%
ORD11287,C07170,S0581,P0495,2025-11-17,1,247,0.05,234.65,4,Delivered,COD,3.1,4-6 Days,Low Rating,1-10%
ORD11288,C07945,S0690,P0365,2025-03-03,1,3165,0.25,2373.75,8,Delivered,COD,3.0,7-10 Days,Low Rating,21-30%
ORD11289,C05747,S0898,P0407,2025-06-28,2,838,0.05,1592.2,3,Delivered,UPI,3.0,1-3 Days,Low Rating,1-10%
ORD11290,C02339,S0438,P0409,2025-03-29,1,680,0.05,646.0,2,Delivered,COD,4.5,1-3 Days,Medium Rating,1-10%
ORD11291,C00104,S0688,P0214,2025-03-02,2,4788,0.1,8618.4,6,Delivered,UPI,4.0,4-6 Days,Medium Rating,1-10%
ORD11292,C00454,S0580,P0321,2025-03-12,1,1790,0.3,1253.0,2,Delivered,UPI,3.7,1-3 Days,Medium Rating,21-30%
ORD11293,C08701,S0600,P0333,2025-02-11,2,337,0.2,539.2,3,Delivered,Credit Card,3.3,1-3 Days,Low Rating,11-20%
ORD11294,C02816,S0544,P0204,2025-06-05,1,4835,0.0,4835.0,8,Delivered,COD,4.1,7-10 Days,Medium Rating,No Discount
ORD11295,C06641,S0161,P0233,2025-04-25,2,3708,0.3,5191.200000000001,1,Delivered,COD,4.5,1-3 Days,Medium Rating,21-30%
ORD11296,C00310,S0244,P0203,2025-03-10,4,2136,0.05,8116.8,3,Delivered,UPI,3.4,1-3 Days,Low Rating,1-10%
ORD11297,C01332,S0744,P0270,2025-05-25,1,845,0.1,760.5,4,Delivered,COD,3.5,4-6 Days,Low Rating,1-10%
ORD11298,C01172,S0012,P0476,2025-11-30,1,3839,0.25,2879.25,7,Returned,Credit Card,4.0,7-10 Days,Medium Rating,21-30%
ORD11299,C02284,S0608,P0434,2025-09-29,1,4960,0.05,4712.0,5,Returned,UPI,4.4,4-6 Days,Medium Rating,1-10%
ORD11300,C06496,S0389,P0206,2025-05-31,1,1273,0.2,1018.4,4,Returned,COD,4.6,4-6 Days,High Rating,11-20%
ORD11301,C08619,S0443,P0495,2025-11-21,1,247,0.0,247.0,5,Delivered,UPI,3.3,4-6 Days,Low Rating,No Discount
ORD11302,C02535,S0375,P0377,2025-06-22,1,4524,0.15,3845.4,4,Delivered,UPI,4.5,4-6 Days,Medium Rating,11-20%
ORD11303,C01570,S0705,P0117,2025-03-10,1,3147,0.0,3147.0,5,Delivered,Wallet,4.9,4-6 Days,High Rating,No Discount
ORD11304,C01061,S0223,P0176,2025-10-24,2,2736,0.1,4924.8,6,Delivered,Debit Card,3.4,4-6 Days,Low Rating,1-10%
ORD11305,C03030,S0825,P0479,2025-02-23,1,2683,0.2,2146.4,7,Delivered,COD,4.0,7-10 Days,Medium Rating,11-20%
ORD11306,C04687,S0309,P0192,2025-11-20,1,2941,0.15,2499.85,7,Delivered,COD,5.0,7-10 Days,High Rating,11-20%
ORD11307,C04552,S0410,P0085,2025-07-02,1,2152,0.15,1829.2,3,Delivered,Debit Card,3.1,1-3 Days,Low Rating,11-20%
ORD11308,C07711,S0389,P0133,2025-07-31,1,1352,0.15,1149.2,3,Delivered,UPI,4.6,1-3 Days,High Rating,11-20%
ORD11309,C03952,S0607,P0020,2025-07-05,1,4572,0.0,4572.0,6,Cancelled,UPI,4.4,4-6 Days,Medium Rating,No Discount
ORD11310,C07486,S0119,P0113,2025-03-04,1,2445,0.15,2078.25,1,Cancelled,Debit Card,3.4,1-3 Days,Low Rating,11-20%
ORD11311,C02391,S0236,P0019,2025-02-06,1,4610,0.2,3688.0,3,Delivered,UPI,3.5,1-3 Days,Low Rating,11-20%
ORD11312,C08849,S0495,P0096,2025-03-30,1,709,0.1,638.1,3,Delivered,UPI,4.3,1-3 Days,Medium Rating,1-10%
ORD11313,C09482,S0583,P0183,2025-10-13,1,2009,0.15,1707.65,5,Delivered,Debit Card,3.2,4-6 Days,Low Rating,11-20%
ORD11314,C07162,S0460,P0303,2025-12-16,1,4459,0.1,4013.1,3,Cancelled,UPI,3.5,1-3 Days,Low Rating,1-10%
ORD11315,C01613,S0798,P0484,2025-07-29,1,4324,0.0,4324.0,1,Delivered,Debit Card,3.7,1-3 Days,Medium Rating,No Discount
ORD11316,C06828,S0061,P0245,2025-07-10,1,4858,0.2,3886.4,9,Returned,UPI,3.0,7-10 Days,Low Rating,11-20%
ORD11317,C07541,S0977,P0345,2025-12-08,1,3770,0.25,2827.5,5,Delivered,UPI,4.5,4-6 Days,Medium Rating,21-30%
ORD11318,C04021,S0773,P0223,2025-07-04,1,2549,0.2,2039.2,10,Delivered,COD,4.2,7-10 Days,Medium Rating,11-20%
ORD11319,C05275,S0237,P0437,2025-09-21,1,1885,0.1,1696.5,6,Delivered,UPI,3.2,4-6 Days,Low Rating,1-10%
ORD11320,C01202,S0387,P0161,2025-09-30,1,4335,0.2,3468.0,6,Delivered,Debit Card,5.0,4-6 Days,High Rating,11-20%
ORD11321,C01724,S0833,P0440,2025-05-29,1,2613,0.2,2090.4,3,Delivered,UPI,4.6,1-3 Days,High Rating,11-20%
ORD11322,C04366,S0281,P0248,2025-09-16,2,1725,0.2,2760.0,3,Delivered,UPI,4.7,1-3 Days,High Rating,11-20%
ORD11323,C04853,S0208,P0360,2025-09-22,2,1578,0.0,3156.0,6,Delivered,UPI,4.0,4-6 Days,Medium Rating,No Discount
ORD11324,C04822,S0080,P0471,2025-09-16,1,690,0.1,621.0,7,Delivered,Wallet,3.6,7-10 Days,Medium Rating,1-10%
ORD11325,C09641,S0453,P0463,2025-03-16,1,4386,0.15,3728.1,2,Delivered,UPI,4.7,1-3 Days,High Rating,11-20%
ORD11326,C04386,S0261,P0041,2025-07-07,1,1886,0.15,1603.1,7,Delivered,COD,3.5,7-10 Days,Low Rating,11-20%
ORD11327,C05962,S0590,P0426,2025-11-12,4,3137,0.15,10665.8,3,Delivered,UPI,3.4,1-3 Days,Low Rating,11-20%
ORD11328,C04031,S0839,P0492,2025-10-29,1,1715,0.15,1457.75,3,Delivered,Debit Card,3.0,1-3 Days,Low Rating,11-20%
ORD11329,C05743,S0254,P0407,2025-04-04,2,838,0.25,1257.0,2,Returned,UPI,3.8,1-3 Days,Medium Rating,21-30%
ORD11330,C02960,S0368,P0398,2025-06-15,2,670,0.1,1206.0,2,Delivered,UPI,3.2,1-3 Days,Low Rating,1-10%
ORD11331,C01770,S0387,P0193,2025-08-22,1,2303,0.0,2303.0,4,Delivered,COD,5.0,4-6 Days,High Rating,No Discount
ORD11332,C09199,S0553,P0089,2025-10-16,1,1752,0.1,1576.8,5,Delivered,UPI,3.7,4-6 Days,Medium Rating,1-10%
ORD11333,C09674,S0560,P0228,2025-10-01,1,1234,0.2,987.2,1,Delivered,UPI,3.6,1-3 Days,Medium Rating,11-20%
ORD11334,C00813,S0911,P0015,2025-01-18,2,696,0.3,974.4000000000001,4,Delivered,COD,3.1,4-6 Days,Low Rating,21-30%
ORD11335,C03536,S0992,P0294,2025-01-06,2,4395,0.25,6592.5,9,Delivered,UPI,3.2,7-10 Days,Low Rating,21-30%
ORD11336,C00677,S0570,P0335,2025-05-14,4,1059,0.1,3812.4,4,Delivered,COD,4.3,4-6 Days,Medium Rating,1-10%
ORD11337,C04130,S0078,P0053,2025-01-26,3,3789,0.15,9661.95,2,Delivered,COD,4.0,1-3 Days,Medium Rating,11-20%
ORD11338,C08338,S0606,P0240,2025-11-19,2,1320,0.25,1980.0,4,Delivered,UPI,4.4,4-6 Days,Medium Rating,21-30%
ORD11339,C09869,S0265,P0487,2025-10-19,1,4978,0.15,4231.3,3,Delivered,Credit Card,3.2,1-3 Days,Low Rating,11-20%
ORD11340,C05607,S0096,P0395,2025-10-26,1,2266,0.2,1812.8,4,Delivered,UPI,4.5,4-6 Days,Medium Rating,11-20%
ORD11341,C05701,S0197,P0118,2025-01-22,1,989,0.05,939.55,2,Delivered,UPI,4.6,1-3 Days,High Rating,1-10%
ORD11342,C04215,S0165,P0397,2025-09-30,2,4946,0.1,8902.8,5,Delivered,COD,4.3,4-6 Days,Medium Rating,1-10%
ORD11343,C01505,S0728,P0396,2025-07-02,1,3738,0.15,3177.3,10,Returned,UPI,3.4,7-10 Days,Low Rating,11-20%
ORD11344,C04574,S0063,P0265,2025-09-26,1,3184,0.05,3024.8,4,Delivered,COD,4.2,4-6 Days,Medium Rating,1-10%
ORD11345,C08079,S0409,P0272,2025-01-10,1,4332,0.1,3898.8,3,Delivered,UPI,3.0,1-3 Days,Low Rating,1-10%
ORD11346,C02752,S0302,P0175,2025-11-05,2,4293,0.2,6868.8,7,Delivered,COD,4.1,7-10 Days,Medium Rating,11-20%
ORD11347,C07367,S0214,P0025,2025-09-27,2,1425,0.2,2280.0,8,Delivered,COD,4.7,7-10 Days,High Rating,11-20%
ORD11348,C09257,S0007,P0138,2025-12-03,2,1642,0.05,3119.8,2,Delivered,Credit Card,4.1,1-3 Days,Medium Rating,1-10%
ORD11349,C02588,S0926,P0398,2025-10-20,1,670,0.1,603.0,8,Cancelled,COD,4.0,7-10 Days,Medium Rating,1-10%
ORD11350,C00968,S0732,P0361,2025-06-13,1,434,0.15,368.9,6,Delivered,UPI,3.9,4-6 Days,Medium Rating,11-20%
ORD11351,C02761,S0838,P0376,2025-02-01,1,4067,0.1,3660.3,4,Delivered,COD,4.9,4-6 Days,High Rating,1-10%
ORD11352,C09439,S0760,P0475,2025-09-08,1,1144,0.05,1086.8,6,Delivered,UPI,3.5,4-6 Days,Low Rating,1-10%
ORD11353,C08115,S0054,P0359,2025-10-02,2,854,0.25,1281.0,3,Delivered,Wallet,4.4,1-3 Days,Medium Rating,21-30%
ORD11354,C05095,S0819,P0241,2025-09-19,1,1440,0.15,1224.0,5,Delivered,COD,3.3,4-6 Days,Low Rating,11-20%
ORD11355,C09271,S0913,P0092,2025-04-16,1,782,0.1,703.8,6,Delivered,UPI,3.7,4-6 Days,Medium Rating,1-10%
ORD11356,C08160,S0976,P0164,2025-12-01,4,1443,0.1,5194.8,5,Cancelled,UPI,3.3,4-6 Days,Low Rating,1-10%
ORD11357,C03713,S0357,P0258,2025-03-10,1,3315,0.1,2983.5,5,Delivered,UPI,4.8,4-6 Days,High Rating,1-10%
ORD11358,C00881,S0185,P0396,2025-05-22,1,3738,0.1,3364.2,8,Delivered,UPI,3.9,7-10 Days,Medium Rating,1-10%
ORD11359,C01330,S0408,P0027,2025-10-26,1,4397,0.15,3737.45,5,Delivered,COD,3.9,4-6 Days,Medium Rating,11-20%
ORD11360,C09605,S0300,P0153,2025-06-05,1,1558,0.2,1246.4,4,Delivered,Debit Card,3.3,4-6 Days,Low Rating,11-20%
ORD11361,C05133,S0271,P0146,2025-06-08,1,3940,0.05,3743.0,3,Delivered,UPI,3.9,1-3 Days,Medium Rating,1-10%
ORD11362,C06603,S0088,P0195,2025-04-21,2,2823,0.05,5363.7,6,Returned,UPI,4.7,4-6 Days,High Rating,1-10%
ORD11363,C03694,S0296,P0372,2025-04-28,1,2022,0.1,1819.8,3,Delivered,UPI,4.9,1-3 Days,High Rating,1-10%
ORD11364,C07470,S0980,P0487,2025-10-14,1,4978,0.1,4480.2,3,Delivered,UPI,3.9,1-3 Days,Medium Rating,1-10%
ORD11365,C03291,S0216,P0337,2025-12-10,1,2586,0.05,2456.7,8,Delivered,Wallet,4.4,7-10 Days,Medium Rating,1-10%
ORD11366,C09535,S0787,P0100,2025-07-04,2,2349,0.15,3993.3,5,Delivered,Debit Card,4.9,4-6 Days,High Rating,11-20%
ORD11367,C07494,S0204,P0267,2025-04-11,1,3861,0.15,3281.85,5,Delivered,Wallet,4.0,4-6 Days,Medium Rating,11-20%
ORD11368,C03797,S0902,P0250,2025-11-30,3,718,0.25,1615.5,7,Delivered,UPI,4.3,7-10 Days,Medium Rating,21-30%
ORD11369,C08619,S0568,P0495,2025-02-21,2,247,0.05,469.3,10,Returned,UPI,4.9,7-10 Days,High Rating,1-10%
ORD11370,C05571,S0500,P0457,2025-02-18,1,357,0.0,357.0,1,Delivered,COD,4.4,1-3 Days,Medium Rating,No Discount
ORD11371,C04685,S0175,P0029,2025-05-09,2,4168,0.1,7502.4,3,Cancelled,Wallet,4.4,1-3 Days,Medium Rating,1-10%
ORD11372,C08554,S0903,P0297,2025-08-06,1,2597,0.0,2597.0,10,Delivered,UPI,4.3,7-10 Days,Medium Rating,No Discount
ORD11373,C09060,S0038,P0123,2025-02-08,1,525,0.25,393.75,2,Delivered,COD,4.2,1-3 Days,Medium Rating,21-30%
ORD11374,C07562,S0173,P0303,2025-07-10,1,4459,0.15,3790.15,2,Delivered,UPI,5.0,1-3 Days,High Rating,11-20%
ORD11375,C03841,S0047,P0092,2025-09-08,1,782,0.1,703.8,1,Returned,COD,3.2,1-3 Days,Low Rating,1-10%
ORD11376,C06600,S0114,P0206,2025-02-07,1,1273,0.0,1273.0,7,Delivered,UPI,3.3,7-10 Days,Low Rating,No Discount
ORD11377,C02577,S0942,P0492,2025-10-05,1,1715,0.2,1372.0,7,Delivered,UPI,3.4,7-10 Days,Low Rating,11-20%
ORD11378,C02996,S0488,P0263,2025-09-23,4,1003,0.25,3009.0,5,Delivered,UPI,3.7,4-6 Days,Medium Rating,21-30%
ORD11379,C06893,S0831,P0395,2025-08-21,2,2266,0.25,3399.0,7,Delivered,UPI,3.9,7-10 Days,Medium Rating,21-30%
ORD11380,C09051,S0088,P0034,2025-08-14,1,3323,0.05,3156.85,4,Cancelled,UPI,4.7,4-6 Days,High Rating,1-10%
ORD11381,C04771,S0512,P0270,2025-10-24,3,845,0.05,2408.25,4,Delivered,UPI,3.7,4-6 Days,Medium Rating,1-10%
ORD11382,C06946,S0057,P0282,2025-05-04,2,3908,0.1,7034.4,9,Delivered,UPI,3.9,7-10 Days,Medium Rating,1-10%
ORD11383,C06156,S0500,P0487,2025-03-13,1,4978,0.3,3484.6000000000004,2,Delivered,Credit Card,4.4,1-3 Days,Medium Rating,21-30%
ORD11384,C05063,S0540,P0257,2025-02-26,1,478,0.15,406.3,7,Returned,COD,3.4,7-10 Days,Low Rating,11-20%
ORD11385,C02249,S0865,P0227,2025-08-30,3,3826,0.25,8608.5,3,Delivered,Credit Card,3.7,1-3 Days,Medium Rating,21-30%
ORD11386,C08300,S0189,P0069,2025-09-22,1,3956,0.05,3758.2,1,Delivered,COD,4.0,1-3 Days,Medium Rating,1-10%
ORD11387,C07257,S0797,P0006,2025-01-03,3,2766,0.05,7883.1,5,Delivered,Debit Card,5.0,4-6 Days,High Rating,1-10%
ORD11388,C00673,S0785,P0327,2025-10-10,1,401,0.0,401.0,4,Delivered,COD,4.1,4-6 Days,Medium Rating,No Discount
ORD11389,C08865,S0480,P0013,2025-02-02,1,1752,0.0,1752.0,8,Delivered,UPI,3.7,7-10 Days,Medium Rating,No Discount
